name	registration_no
VIN 4 BUSINESS SOLUTIONS	PV00246480
VIN AGRIBUSINESS	PV00310359
VIN APPAREL HUB	PV00309990
VIN AUTOMOTIVE	
VIN CAPITAL	PV90966
VIN CEYLON HARVEST	PV00304568
VIN DIHAIN INTERNATIONAL	PV107542
VIN ENTERPRISES	PV00340123
VIN EXPORTERS & IMPORTERS	PV00262001
VIN EXPRESS CONVEYORS	PV00244513
VIN FERTILIZER COMPANY	PV00277309
VIN OCEAN SHIPPING	PB3009
VIN PLASTIC & PACKAGING	PV00310360
VIN PRO LANKA	PV00311254
VIN-GLO HOLDINGS	PV100638
VINA CREATION	PV00261603
VINA HOLDINGS	PV00221594
VINA SHIPPING LANKA	PV74199
VINAAYAGAR STORES	PV00336551
VINAAYAGAR SUPER MARKET	PV00336537
VINAIK FASHION HOUSE	PV00293258
VINALEAF	PV108791
VINAMIX LANKA	PV00242639
VINAY	PV78722
VINAY REALTORS	PV103453
VINAYAGA INTERNATIONAL	PV00241969
VINAYAGA JEWELLERY	PV00277161
VINAYAGA STORES	PV00254667
VINAYAGAR HALL	PV00202044
VINAYAGAR IMPORTS AND EXPORTS	PV61358
VINAYAGAR MISSION	PV00218828
VINAYAGAR SMART POWER	PV00321630
VINAYAGAR STORES TRADING	PV00214829
VINAYAGAR VEHICLE SERVICE	PV00263754
VINAYAGAS TRADING COMPLEX	PV00287310
VINAYAK BULIYAN REFINARY	PV00352539
VINAYAKAM TRAVELS	PV00291215
VINAYAKAR ANNA EXPRESS COURIER & TRAVELS	PV00317787
VINAYAKAR CONSTRUCTIONS	PV00211195
VINAYAKAR REST INN	PV00262014
VINAYAKARA TRADERS	PV101188
VINBRIDGE CAPITAL	
VINCE CEYLON HOLDINGS	PV00254776
VINCENT & MENDIS	PV00269219
VINCENT DE PAUL	PV00237744
VINCENT DELUCHERA	
VINCENT PELLE	PV00351824
VINCENT RETAIL TRADING	PV00273397
VINCENT'S CONSULTING	
VINCENTS INTERIORS	PV00233051
VINCENT SOCIAL CO	PV00326308
VINCERE GLOBAL	PV117672
VINCERE I T	PV74476
VINCERO INTERNATIONAL	PV00339799
VINCHEL INVESTMENT MANAGEMENT	PV103808
VINCHERA	PV00220883
VINCI	PV00332152
VINCI CATERERS	PV77953
VINCI CONSTRUCTION GRANDS PROJECT	FC1104
VINCIERE	PV00327337
VINCIMAGE	PV00266577
VINCIT	
VINCIT PACKAGING LANKA	PV00266259
VINCIT PACKAGING LANKA KULIYAPITIYA	PV00339018
VINCITY PRODUCTS	PV00354889
VINCO INTERNATIONAL	PV70207
VINCO INTERNATIONAL FLORAL DESIGN	PV95674
VINCO LAB	PV00253561
VINCO SOLUTIONS	PV00356853
VINCY COLLEGE OF EDUCATION AND TRAINING	PV00345413
VINCY FUEL MART	PV79045
VIND - YA INDUSTRIES	PV86936
VIND TOURS LANKA	PV72522
VIND-YA POLYMERS	PV95333
VINDANA BEEDI MANUFACTURERS	PV00285992
VINDANA CONSTRUCTIONS	PV112265
VINDANA DRIVER TRAINING INSTITUTE	PV8912
VINDANA ENTERPRISES	PV89499
VINDANA HOSPITAL	PV15571
VINDAS	PV00241914
VINDEES LANKA EXPORTS	PV00329685
VINDEEV AUTO	PV62014
VINDHIL LUXURY CARS	PV00317893
VINDHYA ENTERPRISES	PV193
VINDI INVESTMENT	PV00353248
VINDI SPORTS WORLD	PV00265531
VINDIL GARMENTS	PV80337
VINDIL HOLDINGS	PV00277588
VINDINU WATER MARKETING	PV87416
VINDIVS MICRO CREDIT	PV00239673
VINDIYA ENTERPRISES	PV00257276
VINDOBA	PV00279223
VINDS INTERNATIONAL	PV00338664
VINDS TEA INTERNATIONAL	PV104651
VINDSTER GREEN APPAREL	PV00241399
