name	registration_no
VIGANCO CONSULTANCIES	PV88927
VIGAR MOTOR AND SERVICE CENTRE	PV78633
VIGEO LANKA	PV90814
VIGGO PRODUCTION AND SERVICES	PV00233928
VIGILANT SECURITY AND INVESTIGATION SERVICES	PV4840
VIGMAN ENTERPRISES	PV21561
VIGNA CLEARING & FORWARDING	PV00224630
VIGNA INTERNATIONAL	PV00268718
VIGNAN EDUCATIONAL FOUNDATION	PV13998
VIGO HOUSE	PV00200346
VIGO INTERNATIONAL	PV93922
VIGOR	
VIGOR INTERNATIONAL	PV118969
VIGOR LANKA	PV00209343
VIGORNET GLOBAL	PV96792
VIGOUR AGRO PRODUCTS	PV116852
VIGOURS LANKA CHMICAL	PV89842
VIGOURZONE	PV00294633
