name	registration_no
LIKE ADVERTISING	PV00223126
LIKE CEYLON HOLDINGS	PV00280900
LIKE EMBROIDERY SOLUTIONS LANKA	PV15426
LIKE FASHION	PV00218472
LIKE LANDS	PV128983
LIKEDTAMIL	PV00281045
LIKEMO TRAVELS & TOURS	PV00271896
LIKEMTA HOLDINGS	PV00265214
LIKKO S LANKA	PV00227795
LIKOORI HOLDINGS	PV119621
LIKUID VENTURES	PV101106
