name	registration_no
LIGHT AND HEAVY IND. SUPLIER LIITED	NF471
LIGHT BOX	PV99195
LIGHT BRICKS	PV121059
LIGHT CODES	PV00236555
LIGHT DEPOT	PV00231751
LIGHT ENGINEERING ENTERPRISES	PV112007
LIGHT FACTORY	PV110256
LIGHT FILLING STATION	PV63441
LIGHT FOR LIFE	GA00209823
LIGHT FOUNDATION	GL00257660
LIGHT GREEN	PV82847
LIGHT GREEN LANKA	PV00260673
LIGHT HOUSE CONSULTANTS	PV99237
LIGHT HOUSE FAMILY RESTAURANT	PV00253173
LIGHT IN MY SOUL	PV00273616
LIGHT LIFT	PV00202927
LIGHT OF ASIA FILM FOUNDATION	GA00208922
LIGHT OF ASIA FOUNDATION	GA2006
LIGHT OF WISDOM BUDDHIST ART MUSEUM	
LIGHT SHADES	PV14449
LIGHT SHOP	PV3987
LIGHT TRAVELER	PV97313
LIGHT UP  CANDLES	PV00273690
LIGHT UP	PV6460
LIGHT WAY LANKA	PV81874
LIGHTBOX GLOBAL	PV00216304
LIGHTEFFECTPRO ENTERTAINMENT	PV00290062
LIGHTHOUSE ABODE	PV75890
LIGHTHOUSE FOUNDATION	GL94
LIGHTHOUSE HUB	PV00239258
LIGHTHOUSE LOGISTICS	PV00288347
LIGHTHOUSE STUDIOS	PV100285
LIGHTHOUSE SUSTAINABILITY SOLUTIONS	PV89459
LIGHTHOUSE VILLAS	PV74291
LIGHTING CONCEPTS LANKA	PV119241
LIGHTING SERVICES AND SOLUTIONS	PV75458
LIGHTING SOLUTIONS LANKA	PV116769
LIGHTING TOKYO	PV106970
LIGHTMAN TECHNOLOGIES	PV108556
LIGHTNING MANUFACTURING	PV00229810
LIGHTNING PROTECTION SYSTEMS LANKA	PV68922
LIGHTPLAIN	PV00274360
LIGHTRAY	PV85459
LIGHTS & MAGIC PRODUCTIONS	PV00242644
LIGHTS AND MAGIC INTERNATIONAL	PV00231478
LIGHTS ON	PV115524
LIGHTS ON CONCEPT CENTER	PV00224392
LIGHTSPEED	PV00257343
LIGHTUP LANKA	
LIGHTY DEALERS	PV00236218
LIGI LOGISTICS	PV00259020
LIGIS DISTRIBUTORS	PV91081
LIGO LANKA INTERNATIONAL	PV00203584
