name	registration_no
AARA CERAMICS	PV117400
AARA ENERGIES	PV114300
AARA ENGINEERING CO	PV00288310
AARA ENTERPRISES	PV00289160
AARA INDUSTRIES	PV90223
AARA INTERNATIONAL LANKA	PV102621
AARA LANKA	PV00282984
AARA LANKA TRADING	PV00236471
AARA PRIME HOLDINGS	PV00288952
AARA TRAVEL AND TOURS	PV00245959
AARAA & AATI	PV119569
AARAA BY AA	PV00290769
AARAA ENTERTAINMENT	PV00265339
AARADHYA ENTERPRISES	PV92713
AARADHYA INTERNATIONAL	PV00269051
AARADHYA RESORTS	PV00283489
AARADHYA VILLAS	PV108368
AARAM T V	PV00227374
AARAMINDS	PV00275453
AARANAN ENTERPRISES	PV131394
AARATHANA TOURS &  TRAVELS	PV00286308
AARAUWIN EXCHANGE LANKA	PV78863
AARC CORPORATION	PV118413
AARC EDUCATION ALLIANCE	PV124744
AARC GLOBAL TRUST GROUP	PV127357
AARC INVESTMENT	PV122429
AARCHANA AKURUGODA	PV00270801
AARI EMBROIDERY COLOMBO	PV00259326
AARIYAN CREATIONS	PV00211822
AARK INTERNATIONAL HOLDINGS CO .	PV90438
AARK SWAY	PV112680
AARK TRADING	PV89622
AARKALII HOSPITAL	PB00201892
AARKEY SOLUTIONS	PV99787
AARKEY TRADING	PV98949
AARKH ENGINEERING & CONSULTANCY	PV00239096
AARKING ENGINEERING	PV4778
AARNA EASTERN LANKA	PV00278602
AARNA TRADING	PV00216592
AARO CEYLON GROUP	PV00291668
AAROGA HERBAL SLIMMING & BEAUTY PRODUCTS	PV94223
AAROGYA LANKA	PV00254811
AARON & AIDEN HOLDINGS	PV00289383
AARON BUILDERS	PV00251506
AARON GLOVES	PV119433
AARON J P LIFE SCIENCE	PV00268499
AARON ROYAL CARS	PV00233946
AARON SYNERGY LANKA	PV00249927
AARON TECHNOLOGY	PV20378
AARON TEXTILES LANKA	PV111742
AAROOH	PV00252990
AARSH INTERNATIONAL TRADING	PV00216638
AART OF ACCESSORIES	PV00249015
AARTHY H Q C	PV00228454
AARTI	
AARTIZ TECHNOLOGIES	PV84371
AARUDHRA VEHICLES SALE	PV00291423
AARUNYA NATURE RESORT AND SPAS	PV00202938
AARUNYAH	PV00261253
AARUTH FOOD CITY	PV00277249
AARUTHRAA	PV84146
AARY MEDIA ZONE	PV101124
AARYA ASSORTED GROUP & EXPORTERS	PV00249471
AARYA CATERERS	PV00245857
AARYA DESTINATIONS	PV80277
"AARYA ELDERS"" HOME"	PV00262062
AARYA EXPORTS	PV00245956
AARYA HOTEL	PV92886
AARYA LANKA FOUNDATION	GA2988
AARYA PRODUCTS	PV94846
AARYA PROPERTY DEVELOPERS	PV92959
AARYA REALTY	PV122087
AARYA VILLA BOLGODA	PV96378
AARYAA DESIGN	PV117828
AARYAN HOMES AND CONSTRUCTIONS	PV00259535
AARYAN ONE	PV00285782
AARYENS INTERNATIONAL	PV00202012
