name	registration_no
AAYA RESEARCH	PV00244594
AAYAT HOMES	PV00233282
AAYISHA AL FAQEEHA TRUST	
AAYSHA EXIM	PV00252102
AAYSHA SMARTS	PV00252086
AAYU AUTOMOBILE SERVICES	PV00215620
AAYU CEYLON HERBAL DRUGS	PV00238443
AAYU HEALTHY FOOD	PV130964
AAYU PUBLICATIONS & DISTRIBUTORS	PV00245133
AAYU SHRI	PV118791
AAYU SRI LIFE	PV00255236
AAYU WILLPATHTHU	PV00214178
AAYUBOWAN LANKA	PV89576
AAYUDHANAVI	PV106337
AAYUKO	PV00279204
AAYUR LIFE CEYLON	PV00213829
AAYURA NATURALS	PV00222107
AAYURVEE HOLDINGS	PV00263700
AAYUSH HARI	PV00239078
AAYUSHA GLOBAL	PV00233985
