name	registration_no
AAK ACE SECURITY & MANPOWER SERVICES	PV74951
AAK INTERNATIONAL	PV00285595
AAK LANKA	PV00286674
AAKAARAM EAT OUT	PV00310617
AAKAAS CEYLON INVESTMENT	PV107349
AAKARSHA GLOBAL	PV00262768
AAKARSHA HOLDINGS	PV94255
AAKARUTHI PRIME SPACES	
AAKASH ASIA CEYLON	PV92313
AAKASH CLEAN ENERGY LANKA	PV91277
AAKASH DISTRIBUTORS	PV00326220
AAKASH GROUP ADMINISTRATION SERVICES	PV123426
AAKASH HOTELS AND RESORTS LANKA	PV91252
AAKASH PLANTATION	PV93252
AAKASH PROPERTY DEVELOPERS	PV93256
AAKAZ MANPOWER GROUP	PV00232946
AAKEE DISTRIBUTION & EVENT MANAGEMENT	PV00351525
AAKEE ENTERPRISES	PV00311794
AAKEY COLLECTION	PV00246230
AAKI ENTERPRISES	PV00314458
AAKIF ENTERPRISES	PV00325505
AAKIF TRADING COMPANY	PV19275
AAKIFA INTERNATIONAL	PV00331610
AAKIL PHOTOGRAPHY	PV00348275
AAKIV	PV00359826
AAKSHRIGA	PV00229061
AAKYA SUNFED GREEN	PV00333590
