name	registration_no
YAWAMU	PV00236041
YAWAMU ASSISTANCE	PV00242540
YAWAY ENTERPRISES	PV105115
YAWEENA INTERNATIONAL	PV00285827
YAWEH INTERNATIONAL	PV00250449
YAWIN TEXTILE	PV118629
