name	registration_no
YAH EMPYREAN	PV00224870
YAHA PRARTHANA SEVA	PV115652
YAHAGUNA PADANAMA	GA00240618
YAHALA CLOTHING	PV18192
YAHALATENNE HOLIDAY RESORTS	PV16503
YAHALATHENNE TEA FACTORY	PV00266423
YAHALUWO COTTAGES ELLA	PV00270739
YAHAMPATH MOTORS	
YAHAN MERCHANTS	
YAHARA MULTI POINT	PV00269457
YAHATHRA  TRAVELS  AND  SERVICES	PV00227674
YAHIKO AUTO SOLUTIONS	PV00230705
YAHNAZ INTERNATIONAL VISA CONSULTANTS	PV00272379
YAHOOP GENERAL TRADERS	PV109079
YAHQOOB GEMS	PV00284567
YAHWEH IMPO	PV00266538
YAHWEH INTERNATIONAL	PV00223347
YAHWEH TRADING	PV86949
YAHWEY ENTERPRISES	PV91238
YAHYA REXINE	PV00290527
YAHYA TYRE WORKSHOP & MOTORS	PV00247046
