name	registration_no
ARM CREW MANAGEMENT	PV00257368
ARM ENGINEERING	PV113968
ARM ENTERPRISES	PV00281701
ARM ENTERTAINMENTS	PV105935
ARM GLOBAL TRAVELS	PV00282558
ARM GREEN	PV00283074
ARM PRIME HOLDINGS	PV00248935
ARM TRAVELS AND TOURS	PV00262647
ARMA AGRO FOODS INDUSTRY	PV00209019
ARMAAN INTERNATIONAL TRAVELS & TOURS	PV00245912
ARMAANJI E - COMMERCE	PV00251828
ARMAN DALA	PV95891
ARMAN EXPORTS	PV00279719
ARMAN GEMS	PV00282151
ARMANAB LANKA	PV124537
ARMANACK HOLDING	PV00232690
ARMANI TRADING	PV76783
ARMANTI ITNERNATIONAL	PV20922
ARMARAEA	PV62881
ARMASH TRADING COMPANY	PV63956
ARMCO INTERNATIONAL GENERAL TRADING	PV110233
ARMENDO HOLDINGS	PV00249024
ARMETH LANKA	PV00263365
ARMEX MONEY CHANGER	PV13635
ARMITAGE HILL PROPERTIES	PV6886
ARMITAGE HILL RENTALS	PV00231235
ARMOR 7 SOUTH ASIA	PV00256149
ARMOR TURRETS	
ARMOUR GROUP	PV9824
ARMOUR GROUP SERVICES	PV119860
ARMOUR GUARD SECURITIES	PV00218213
ARMS	PV00270982
ARMSTRONG SECURITY	PV00255644
ARMTAEON	PV70361
ARMTAGE TRADE INTERNATIONAL	PV00223800
ARMY INTERNATIONAL 	PV71793
ARMZ SHOPPING	PV00208915
