name	registration_no
ESS KAYE BAKERY FOODS	PV1071
ESS PEE INTERNATIONAL	PV11929
ESS TEE PHARMA	PV116355
ESSA INTERNATIONAL	PV14388
ESSAJEE CARIMJEE INSURANCE BROKERS	PV7594
ESSAR MODULAR CONSTRUCTIONS	PV97380
ESSE HOLDINGS INTERNATIONAL	PV74198
ESSELLE	PV360
ESSELTECH ENGINEERING	PV115275
ESSENCE OF OLIVES	PV00207498
ESSENCE OF PARADISE	PV00277581
ESSENCE OF THE WORLD LANKA	PV131650
ESSENCE TAPROBANA	PV00275708
ESSENSIX ENGINEERING	PV00271604
ESSENTIAL ADVERTISING	PV00298886
ESSENTIAL CONSTRUCTION & MAINTENANCE	PV89885
ESSENTIAL EDIBLE OIL COMPANY	PV00220575
ESSENTIAL EXPERIENCES	PV97024
ESSENTIAL MAINTENANCE	PV16134
ESSENTIAL MATERIAL SERVICES	PV00238070
ESSENTIAL RESOURCES & SERVICES	PV00278684
ESSENTIAL SERVICES	PV118766
ESSENTIAL SUPPLEMENTS	PV00222304
ESSENZA FLAVOURS & FRAGRANCES	PV00249849
ESSES MOTORS	PV3197
ESSEX DUFFOLK EQUITABLE INSURANCE SOCIETY	F36
ESSEX LANKA HOLDINGS	PV9348
ESSILOR LANKA	PV85022
ESSKAY VENTURES	PV106779
ESSKELLA CLOTHING	PV00292304
ESSMARK WORLDWIDE	PV4222
ESSO HOLDING GROUP	PV00207110
ESSO LANKA	PV87276
ESSTEE ENTERPRISES	PV10760
