name	registration_no
NEO  CLOUD	PV00209934
NEO BREEDER'S	PV112912
NEO BUSINESS SOLUTIONS LANKA	PV85005
NEO CAPITAL	PV00259419
NEO CONSTRUCTION	PV00246072
NEO CONSTRUCTIONS AND ENGINEERING	PV00258366
NEO CONSULTING	PV00237163
NEO CORE TECHNOLOGY	PV00238867
NEO CREATIONS	PV90226
NEO DAWN INTERNATIONAL	PV00212437
NEO DIGITAL IMAGE	PV704
NEO ELECTRICALS	PV00285461
NEO ENERGY SOLUTIONS	PV61395
NEO ENTERTAINMENT	PV00280589
NEO EXPO LANKA ENTERPRISES	PV00258520
NEO FARMS	PV18112
NEO FOODS	PV00201729
NEO GLOBAL	PV92720
NEO GLOBAL PHARMACEUTICAL	PV115371
NEO GLOBAL TRADES AND CONSULTANTS	PV121169
NEO GRAPHIC SOLUTIONS	PV72307
NEO GRAPHICS	PV60555
NEO HOMES	PV8303
NEO INFO MIND	PV4128
NEO ITOPIA	PV67424
NEO LANDS	PV00277094
NEO LANKA ENTERPRISES	PV87350
NEO LANKA HOLDINGS	PV110742
NEO LEISURE	PV00260999
NEO LINK MIGRATION CONSULTANTS	PV99755
NEO MARKETING LANKA	PV00281580
NEO MINDS HOLDINGS	PV00211544
NEO ONE AGROTECH	PV00247344
NEO ORGANICS	PV00218210
NEO POWER SOLUTIONS	PV116995
NEO POWER STATIONS	PV96483
NEO PRINTS AND PACKAGING	PV00232546
NEO RUPAM SILK	PV62342
NEO STAR CEYLON	PV75295
NEO TECHNOLOGIES	PV114730
NEO TOTAL SECURITY SOLUTIONS	PV00221142
NEO TOURISM	
NEO TRADING & SUPPLIES	PV00257889
NEO-QUEENSBERRY	PV00231111
NEOALPHA GLOBAL	PV00257404
NEOART	PV99726
NEOASIA	PV00286165
NEOBIZZ INNOVATIONS	PV00250374
NEOCHEM GROUP OF COMPANIES	PV00233499
NEOCHEM INTERNATIONAL	PV72337
NEOCHEM LIFE SCIENCE	PV00235232
NEOCHINA CENTER	PV00267555
NEOCOCO	PV00235266
NEOEXPO LANKA	PV121588
NEOLA INTERNATIONAL	PV00267311
NEOLAC LANKA	PV96099
NEOLANKA INVESTMENT	PV00278483
NEOLIFE LANKA	PV00226603
NEOLINK EDUCATION	PV103333
NEOLITH TECHNOLOGIES	PV115826
NEOLK	
NEOLOGIC	PV109363
NEOM HOLDINGS	PV00282480
NEOMA SOLAR	PV00204559
NEOMED INTERNATIONAL	PV68081
NEON AQUARIUM	PV00236727
NEON ARTS	PV00288997
NEON CHEM LANKA	PV125554
NEON COMPUTERS	PV83829
NEON GLOBAL COLOMBO	PV123214
NEON LANKA	
NEONLIGHT PICTURES	PV00238238
NEONLITE	PV112542
NEONS LANKA DUTY FREE	PV112008
NEOPHARMA	PV88750
NEOPLEX	PV00242855
NEOSPRING AQUATECH	PV87356
NEOSYS HEALTHCARE	PV92315
NEOSYS INFORMATION TECHNOLOGIES SYSTEM	PV00205517
NEOSYS MEDICARE	PV00247360
NEOTECH ENGINEERING SOLUTIONS	PV00228091
NEOTENICITY	PV91145
NEOTERIC HEALTH SOLUTIONS	PV101606
NEOTROPHS	PV17284
NEOVATIC LANKA	PV00226196
NEOVISION CREDIT & INVESTMENTS	PV128269
NEOVISION LANKA	PV125723
NEOXORA	PV00221962
