name	registration_no
DAK INDUSTRIES	PV00207796
DAKAH SECURITY SERVICE	PV77736
DAKK REALTY	PV121354
DAKKA MOTOR GARAGE	
DAKKS WOODEN FLOORING	PV00220249
DAKLA INTERNATIONAL	PV00240807
DAKSHI  AGRICULTURE	PV00240329
DAKSHIMA INDUSTRIES	PV130681
DAKSHINA CAPITAL HOLDINGS	PV00201871
DAKSHINA COST CONSULTANTS	PV121531
DAKSHINA ENTERPRISES & CONSTRUCTIONS	PV78227
DAKSHINA ENTERPRISES	PV00200438
DAKSHINA EXPO	PV00270275
DAKSHINA HEALTHCARE HOSPITAL	PV00264604
DAKSHINA INVESTMENTS	PV84098
DAKSHINA LANKA CANN	PV61148
DAKSHINA LANKA JEWELLERS	PV2466
DAKSHINA LANKA OPTICAL COMPANY	PV2611
DAKSHINA MARKETING AND DISTRIBUTORS	
DAKSHINA MERCANTILE GROUPS	PV75248
DAKSHINA NURSING EDUCATION AND TRAINING ACADEMY	PV113912
DAKSHINA PLANT NURSERY & BIOTECH	PV00211839
DAKUNA WASTE TO ENERGY	PV78063
