name	registration_no
LOKALO	PV00276662
LOKESH INTERNATIONAL	PB5213
LOKESHINI SEA FOOD	PV128409
LOKKU DREAMERS	PV00224192
LOKKU’S DOGS & CATS CARE FOUNDATION	GA00273677
LOKU BUSINESS	PV00275807
LOKUARACHCHI CONSTRUCTIONS & ENGINEERS	PV00225508
LOKUENDERAGE	PV97953
LOKUGE	PV20020
LOKUGE ENTERPRISES	PV98376
LOKUGE INTERNATIONAL GARMENTS	PV21162
LOKUGE MICRO CREDIT AND INVESTMENTS	PV00217286
LOKUGE PLANTATION	PV00253126
LOKUGE TOURS AND TRAVELS	PV21255
LOKUPITIYA AGGREGATES	PV00287884
