name	registration_no
JIN CI HEN CONSTRUCTION LANKA	PV123087
JIN HE CEYLON INTERNATIONAL	PV00299167
JIN ILL INTERNATIONAL	PV87730
JIN RUI INTERNATIONAL ENGINEERING	PV00202091
JIN YUN HOLDINGS	PV93692
JINADARI	PV00297698
JINADASA BENNETT	PV3038
JINADASA HOLDINGS	PV2793
JINASENA	PV3568
JINASENA ENERGY	PV121753
JINASENA ENGINEERING HOLDINGS	PV3823
JINASENA ENTERPRISES	PV00201813
JINASENA EXPORTS	PV5366
JINASENA INNOVATION AND TECHNOLOGY INSTITUTE	PV7059
JINASENA LANDS	PB5142
JINASENA MANAGEMENT SERVICES	PV18672
JINASENA NEW TECHNOLOGY HOLDINGS	PV3789
JINASENA SERVICES LANKA	PV123531
JINCO	PV00297079
JINDAL FILMS LANKA	PV95008
JINDAL GENERAL TRADING	PV00290695
JINDAL POLYBUTTONS	FC1045
JINEMAY	PV115136
JINENDRA CONSTRUCTION	PV00245528
JINESHA GARMENTS INDUSTRIES	PV14037
JING MAO INTERNATIONAL	PV111570
JING SEASONS	PV00296044
JING YANG PRODUCTS	PV21239
JING YING INTERNATIONAL INVESTMENT GROUP LANKA	PV69121
JINGCHENG LANKA	PV00226650
JINGKANG INVESTMENT GROUP	PV102370
JINGLES	PV20153
JINHAI TOURISM	PV105471
JINHE WATER TECHNOLOGY	PV00258852
JINI CONSORTIUM	PV00221517
JINI HOLDINGS	PV81003
JINJIANG TICKETING	PV00219060
JINKA	PV67151
JINLING INTERNATIONAL INVESTMENT	PV114348
JINO LANKA MARKETING	PV125639
JINODYA KIRINDIWELA HOSPITAL	PV00225794
JINS LANKA	PV77486
JINSAI LANKA	PV00242500
JINTAI INTERNATIONAL TRADING	PV92719
