name	registration_no
RIZ GEMS  & JEWELLERY	PV00249794
RIZA ABDEEN ASSOCIATES	PV7744
RIZA MARKETING	PV00291375
RIZAN ENTERPRISES	PV00225569
RIZAT INTERNATIONAL	PV84307
RIZCREATION	PV00249273
RIZDEEN EXPORT	
RIZEN E D T	PV81242
RIZER CONSULTING AND SOLUTIONS	PV00267498
RIZES	PV00280164
RIZKA CREATIONS	PV00223063
RIZKAD HOLDINGS	PV00289149
RIZKAS	PV00275958
RIZKHAN GEM	PV00284030
RIZLANKA HOLDINGS	PV115814
RIZNA INTERNATIONAL	PV60280
RIZNI HOLDINGS	PV00255858
RIZWAN BROTHERS GROUP OF COMPANY	PV00234958
RIZWAN TRADER	PV00254488
RIZWANA AGRICULTURE & BUSINESS	PV62229
RIZZ COUTURE	PV00276431
